PaymentID,ApplicationID,ApplicationDate,TuitionPay,AccommodationPay,LivingExpensePay,ServiceFee,PaymentMethod
441,140995,8/18/2024 0:00,0,7500,1500,1000,Bank Transfer
442,140996,2/11/2025 0:00,0,0,2000,1000,Bank Transfer
443,141000,1/7/2025 0:00,0,1020,0,1000,Bank Transfer
444,951,12/6/2024 0:00,0,900,1000,500,Credit Card
445,952,7/12/2025 0:00,0,625,1000,500,Credit Card
446,953,3/12/2025 0:00,0,0,0,500,Cash
447,141005,4/17/2025 0:00,28200,1500,2200,1000,Credit Card
448,959,4/22/2025 0:00,10000,3000,1000,500,Bank Transfer
449,960,11/2/2023 0:00,0,600,2000,500,Bank Transfer
450,141010,9/17/2025 0:00,0,1800,0,1000,Cash
451,141014,2/5/2025 0:00,0,0,0,1000,Cash
452,965,4/16/2025 0:00,0,1000,1000,1000,Cash
453,141016,4/22/2025 0:00,5000,1750,1000,1000,Bank Transfer
454,141017,9/17/2024 0:00,9000,1500,1500,1000,Credit Card
455,969,3/30/2024 0:00,0,0,1500,1000,Bank Transfer
456,971,10/29/2023 0:00,16000,900,1000,1000,Cash
457,974,12/30/2024 0:00,0,0,2000,500,Cash
458,141024,11/8/2023 0:00,0,0,1500,500,Cash
459,979,5/16/2024 0:00,50000,0,0,500,Cash
460,984,12/30/2024 0:00,0,1,1,500,Credit Card
461,985,9/1/2025 0:00,0,0,1000,1000,Cash
462,141036,3/6/2025 0:00,0,1500,0,1000,Bank Transfer
463,987,7/19/2025 0:00,6000,1400,1000,1000,Credit Card
464,988,3/9/2024 0:00,0,9000,0,1000,Credit Card
465,989,1/6/2024 0:00,0,4000,2000,500,Credit Card
466,141039,11/18/2024 0:00,0,750,1500,500,Bank Transfer
467,990,9/7/2024 0:00,0,1020,0,1000,Credit Card
468,991,9/21/2025 0:00,13000,4500,1000,500,Bank Transfer
469,141041,4/20/2025 0:00,0,700,1500,500,Credit Card
470,141042,11/1/2024 0:00,0,2250,2000,1000,Cash
471,994,7/14/2023 0:00,0,60,1500,1000,Bank Transfer
472,995,3/27/2025 0:00,15000,400,1000,1000,Credit Card
473,141050,8/22/2025 0:00,0,4900,1000,500,Credit Card
474,141051,7/29/2025 0:00,0,0,2050,500,Cash
475,141052,7/4/2024 0:00,0,2000,1000,500,Cash
476,141056,4/16/2025 0:00,5000,1750,1000,500,Bank Transfer
477,1007,3/20/2024 0:00,0,2000,2300,500,Bank Transfer
478,1009,1/2/2025 0:00,12400,1500,1500,1000,Credit Card
479,1010,2/9/2025 0:00,0,0,0,1000,Bank Transfer
480,1014,4/24/2024 0:00,5000,5500,1000,500,Bank Transfer
481,1015,7/28/2025 0:00,33600,600,2450,1000,Cash
482,141064,5/21/2025 0:00,0,2500,1500,1000,Cash
483,1017,6/2/2024 0:00,24000,0,2000,500,Cash
484,1022,7/19/2025 0:00,0,400,1500,500,Cash
485,141069,2/14/2025 0:00,0,0,0,1000,Cash
486,1024,5/2/2025 0:00,0,5300,1000,500,Bank Transfer
487,141072,4/27/2025 0:00,0,450,1000,1000,Bank Transfer
488,141074,5/12/2024 0:00,15000,10800,0,1000,Bank Transfer
489,1029,3/4/2025 0:00,0,0,0,500,Cash
490,141076,5/9/2024 0:00,16000,900,1000,500,Cash
491,1030,4/20/2025 0:00,0,0,2000,1000,Cash
492,141080,2/27/2025 0:00,0,0,0,1000,Credit Card
493,141081,2/6/2025 0:00,1600,1500,2200,500,Bank Transfer
494,1036,10/11/2023 0:00,0,1000,1500,1000,Credit Card
495,1039,8/10/2025 0:00,54000,4000,1000,500,Cash
496,141086,11/8/2024 0:00,0,0,0,500,Cash
497,1041,3/1/2025 0:00,110000,11000,1500,500,Bank Transfer
498,1045,9/14/2023 0:00,27200,600,2450,1000,Bank Transfer
499,1047,5/6/2025 0:00,0,2600,1000,500,Bank Transfer
500,141093,10/13/2024 0:00,0,1500,0,500,Credit Card
501,141094,5/21/2025 0:00,0,0,0,500,Credit Card
502,1050,9/3/2025 0:00,0,1500,1500,500,Bank Transfer
503,141095,11/1/2024 0:00,0,0,0,1000,Bank Transfer
504,141100,6/2/2025 0:00,12600,3000,1000,1000,Cash
505,1056,12/28/2023 0:00,0,0,1000,1000,Cash
506,1064,9/11/2024 0:00,0,5000,1000,1000,Bank Transfer
507,1066,7/21/2025 0:00,6000,1400,1000,500,Bank Transfer
508,141117,1/22/2025 0:00,0,600,2450,1000,Bank Transfer
509,1077,12/13/2024 0:00,0,30,1500,500,Bank Transfer
510,141120,2/15/2025 0:00,0,1500,0,1000,Cash
511,1078,5/31/2024 0:00,0,2000,2300,1000,Credit Card
512,1080,11/13/2023 0:00,60000,12000,2400,1000,Credit Card
513,141123,6/21/2023 0:00,0,0,0,1000,Bank Transfer
514,141124,2/20/2025 0:00,0,0,0,500,Credit Card
515,1082,12/5/2023 0:00,35700,1500,2200,1000,Cash
516,141126,8/22/2024 0:00,0,1000,0,1000,Cash
517,1085,2/1/2024 0:00,12400,0,1500,500,Cash
518,1086,10/22/2024 0:00,25000,6000,1500,500,Bank Transfer
519,1090,8/23/2025 0:00,9000,1500,1500,500,Cash
520,141134,8/17/2025 0:00,0,60,1500,500,Credit Card
521,1093,1/19/2024 0:00,0,2000,1850,500,Bank Transfer
522,1094,1/20/2025 0:00,0,600,2450,500,Cash
523,141136,4/16/2025 0:00,0,1020,0,1000,Credit Card
524,1096,2/13/2025 0:00,0,1500,0,1000,Cash
525,141139,9/9/2025 0:00,0,0,0,1000,Cash
526,1100,9/27/2024 0:00,0,900,1000,500,Credit Card
527,141142,5/28/2024 0:00,12000,350,1000,500,Cash
528,141145,12/13/2023 0:00,0,0,0,500,Cash
529,141146,8/5/2025 0:00,0,0,0,500,Cash
530,1108,9/25/2023 0:00,0,0,0,1000,Bank Transfer
531,1110,2/27/2025 0:00,0,3000,1000,500,Credit Card
532,141151,11/19/2023 0:00,0,1500,1500,1000,Bank Transfer
533,1114,10/2/2023 0:00,0,4800,1500,1000,Bank Transfer
534,141154,11/8/2024 0:00,0,900,1500,1000,Bank Transfer
535,141155,12/23/2024 0:00,0,5300,0,1000,Bank Transfer
536,1116,10/23/2024 0:00,15000,2000,1850,500,Credit Card
537,1120,6/20/2025 0:00,24500,1000,1500,1000,Cash
538,1121,11/29/2024 0:00,0,750,1000,500,Cash
539,1134,5/14/2024 0:00,0,0,1000,1000,Bank Transfer
540,1135,5/20/2025 0:00,0,0,0,500,Cash
541,141173,5/15/2024 0:00,0,0,1000,1000,Bank Transfer
542,141174,6/30/2024 0:00,0,0,1000,500,Cash
543,141175,7/22/2025 0:00,35700,1500,2200,1000,Cash
544,141176,8/4/2025 0:00,17475,1500,2200,1000,Cash
545,141179,3/18/2025 0:00,6000,1800,1000,500,Credit Card
546,1149,5/15/2025 0:00,17475,1500,2200,1000,Bank Transfer
547,141184,6/27/2025 0:00,0,0,0,1000,Cash
548,1156,6/19/2024 0:00,10000,10000,1500,500,Bank Transfer
549,1160,11/10/2023 0:00,0,1020,0,500,Bank Transfer
550,141195,1/29/2025 0:00,0,4900,1000,1000,Credit Card
551,1162,1/16/2025 0:00,6000,1400,1000,1000,Cash
552,141196,11/8/2023 0:00,30000,400,1000,500,Bank Transfer
553,1165,4/17/2025 0:00,11000,400,1000,500,Bank Transfer
554,141201,4/22/2025 0:00,0,60,0,1000,Credit Card
555,141202,5/20/2025 0:00,0,2250,2000,500,Cash
556,141204,12/21/2024 0:00,0,600,0,500,Bank Transfer
557,1172,4/13/2024 0:00,0,3000,1500,1000,Credit Card
558,141207,5/16/2024 0:00,0,4000,1000,1000,Cash
559,1175,7/8/2025 0:00,0,0,2000,1000,Bank Transfer
560,1176,9/20/2025 0:00,0,4900,1000,500,Bank Transfer
561,1178,5/11/2024 0:00,0,1600,1000,500,Bank Transfer
562,141212,9/10/2024 0:00,0,0,0,1000,Credit Card
563,1179,6/25/2025 0:00,11500,1500,1500,1000,Cash
564,141213,10/13/2023 0:00,10000,500,1000,1000,Credit Card
565,1180,2/20/2024 0:00,0,0,0,1000,Cash
566,141216,1/28/2025 0:00,13000,3500,1000,500,Cash
567,1185,4/23/2025 0:00,0,750,1500,1000,Bank Transfer
568,141219,1/29/2025 0:00,0,8000,1000,500,Cash
569,141221,3/21/2025 0:00,10000,750,1000,1000,Credit Card
570,141223,9/19/2025 0:00,10950,3000,1000,1000,Credit Card
571,141225,5/12/2025 0:00,0,1000,0,500,Credit Card
572,141228,3/28/2025 0:00,0,1500,0,500,Cash
573,141230,8/20/2024 0:00,4000,5000,1600,1000,Cash
574,1199,2/20/2025 0:00,0,0,0,1000,Cash
575,141233,11/27/2024 0:00,0,0,0,1000,Bank Transfer
576,141235,6/2/2025 0:00,0,750,1500,500,Credit Card
577,1204,8/8/2024 0:00,0,0,0,1000,Credit Card
578,141240,2/5/2024 0:00,13500,0,1000,500,Cash
579,141241,10/15/2024 0:00,0,3000,1000,1000,Bank Transfer
580,141242,6/4/2025 0:00,0,5300,1000,1000,Credit Card
581,141246,3/3/2025 0:00,0,1000,1000,1000,Cash
582,141248,5/29/2025 0:00,0,0,0,1000,Credit Card
583,141249,6/6/2025 0:00,5000,5000,0,1000,Credit Card
584,141250,4/8/2025 0:00,33600,600,2000,500,Credit Card
585,1225,11/5/2023 0:00,7000,1750,1000,500,Credit Card
586,141255,4/2/2025 0:00,0,1020,0,500,Credit Card
587,1228,11/21/2023 0:00,0,0,250,1000,Credit Card
588,1229,6/9/2025 0:00,0,0,0,1000,Credit Card
589,1230,10/19/2024 0:00,0,750,1500,500,Credit Card
590,141262,2/6/2025 0:00,0,0,0,500,Bank Transfer
591,141263,6/2/2025 0:00,0,0,0,500,Credit Card
592,1237,8/11/2024 0:00,15500,6000,1000,500,Cash
593,141272,8/16/2024 0:00,0,2000,1850,500,Cash
594,141277,11/30/2024 0:00,0,0,0,1000,Cash
595,1249,9/8/2025 0:00,0,0,0,500,Credit Card
596,1253,6/21/2024 0:00,13500,0,1000,1000,Cash
597,1254,1/19/2025 0:00,0,1020,0,500,Bank Transfer
598,141286,7/13/2025 0:00,0,1,1,500,Credit Card
599,1258,7/17/2025 0:00,15000,0,1500,500,Credit Card
600,141288,5/16/2025 0:00,16000,10000,1000,1000,Credit Card
601,1262,9/29/2024 0:00,0,0,0,500,Bank Transfer
602,141291,5/2/2025 0:00,11500,1500,1500,1000,Credit Card
603,1264,9/7/2023 0:00,0,0,2000,1000,Bank Transfer
604,141293,3/17/2025 0:00,0,7500,1000,500,Credit Card
605,141294,6/26/2024 0:00,0,0,0,500,Credit Card
606,1270,7/10/2025 0:00,0,1000,1500,1000,Bank Transfer
607,141299,8/28/2025 0:00,0,0,0,1000,Cash
608,141303,4/14/2025 0:00,0,2250,2000,1000,Bank Transfer
609,1277,3/5/2024 0:00,11000,3000,1500,500,Bank Transfer
610,1282,3/12/2025 0:00,0,0,0,1000,Bank Transfer
611,1283,1/31/2024 0:00,0,6600,2000,1000,Bank Transfer
612,1286,10/27/2024 0:00,0,0,0,500,Credit Card
613,141313,6/22/2025 0:00,13200,4900,1000,500,Cash
614,1288,2/11/2025 0:00,10250,1500,1500,500,Bank Transfer
615,141315,8/26/2024 0:00,0,750,1500,1000,Credit Card
616,1290,11/12/2023 0:00,0,0,0,1000,Bank Transfer
617,1292,8/26/2025 0:00,0,250,1000,500,Cash
618,1294,4/14/2025 0:00,6000,4500,1000,500,Cash
619,141322,3/28/2025 0:00,0,5400,1500,500,Cash
620,141323,7/27/2024 0:00,3300,1500,2200,500,Bank Transfer
621,1300,11/4/2022 0:00,10000,0,0,500,Bank Transfer
622,141330,4/6/2024 0:00,0,1500,1850,500,Bank Transfer
623,1309,7/5/2025 0:00,33600,600,2000,1000,Cash
624,141335,1/17/2025 0:00,0,1500,0,500,Bank Transfer
625,1317,12/10/2023 0:00,0,1500,0,500,Bank Transfer
626,141340,2/19/2025 0:00,0,0,2000,500,Cash
627,1320,10/27/2024 0:00,21500,0,1500,500,Bank Transfer
628,141342,9/11/2023 0:00,0,2250,2000,1000,Cash
629,141345,7/3/2025 0:00,0,400,1500,500,Credit Card
630,1324,11/26/2024 0:00,0,4800,1500,500,Cash
631,1325,9/15/2025 0:00,21500,450,1500,1000,Cash
632,1326,9/12/2024 0:00,11000,350,1000,500,Bank Transfer
633,141348,6/24/2025 0:00,10950,3000,1500,1000,Bank Transfer
634,1327,8/12/2024 0:00,3000,1000,1500,1000,Credit Card
635,141349,8/4/2024 0:00,4800,1500,1000,1000,Credit Card
636,1328,10/16/2024 0:00,0,750,1500,1000,Bank Transfer
637,141353,3/19/2024 0:00,0,0,1850,500,Bank Transfer
638,1332,11/28/2024 0:00,20000,6000,1000,500,Cash
639,141354,12/6/2024 0:00,0,0,1500,500,Credit Card
640,1333,7/26/2025 0:00,13200,4900,1000,500,Credit Card
641,141355,6/19/2024 0:00,13000,4900,1000,500,Bank Transfer
642,1336,6/20/2025 0:00,0,0,0,1000,Credit Card
643,141362,8/16/2024 0:00,0,4000,2000,500,Cash
644,1342,1/6/2025 0:00,0,0,0,1000,Cash
645,141367,4/1/2025 0:00,0,1200,1000,500,Cash
646,141370,2/25/2025 0:00,0,600,2450,1000,Cash
647,141375,6/21/2025 0:00,12000,600,2100,1000,Cash
648,1362,10/17/2024 0:00,0,1950,2400,1000,Credit Card
649,141382,4/7/2025 0:00,0,0,0,500,Bank Transfer
650,141385,2/3/2025 0:00,28200,1500,2200,500,Credit Card
651,1367,11/7/2024 0:00,16800,250,1000,500,Credit Card
652,141390,4/23/2025 0:00,0,0,0,1000,Credit Card
653,1372,6/7/2025 0:00,0,0,1500,1000,Bank Transfer
654,1379,9/1/2024 0:00,0,0,0,1000,Cash
655,141401,3/14/2024 0:00,0,4000,2000,500,Cash
656,141402,7/15/2024 0:00,12400,1500,1500,1000,Bank Transfer
657,1385,4/22/2025 0:00,15000,400,1000,500,Cash
658,141405,3/3/2025 0:00,0,0,0,1000,Credit Card
659,1389,7/17/2024 0:00,0,0,2000,500,Credit Card
660,1390,4/10/2025 0:00,0,20000,1500,1000,Credit Card
661,1399,5/1/2024 0:00,15000,0,0,1000,Bank Transfer
662,1402,7/21/2024 0:00,7000,4800,1500,500,Bank Transfer
663,141422,6/22/2025 0:00,8200,1000,1500,500,Credit Card
664,141423,7/20/2025 0:00,2000,5000,1600,500,Credit Card
665,141427,6/24/2024 0:00,0,0,0,500,Credit Card
666,1413,12/11/2024 0:00,0,60,1500,500,Credit Card
667,1414,6/24/2025 0:00,3000,6600,2000,500,Credit Card
668,141432,5/30/2024 0:00,24500,1000,1500,500,Cash
669,1422,9/14/2024 0:00,0,2500,1500,500,Cash
670,141440,5/22/2025 0:00,0,0,0,500,Cash
671,1429,7/4/2024 0:00,0,1000,1000,1000,Cash
672,141443,7/16/2025 0:00,0,0,1600,1000,Credit Card
673,1432,1/19/2025 0:00,6000,1800,1000,1000,Cash
674,141444,6/24/2024 0:00,1000,154,1500,500,Cash
675,1434,1/2/2024 0:00,0,1020,0,1000,Bank Transfer
676,1436,6/19/2025 0:00,0,0,1600,500,Credit Card
677,1437,6/30/2025 0:00,13000,4500,1000,1000,Bank Transfer
678,141449,4/2/2025 0:00,0,1800,1850,500,Cash
679,1440,10/26/2023 0:00,7000,1750,1000,1000,Bank Transfer
680,141456,8/11/2025 0:00,0,4000,2000,500,Bank Transfer
681,141460,4/4/2025 0:00,13000,1000,1000,1000,Cash
682,141462,7/18/2024 0:00,0,625,1000,1000,Credit Card
683,1453,1/11/2025 0:00,0,2250,2000,500,Bank Transfer
684,141463,7/9/2024 0:00,6000,1400,1000,1000,Cash
685,141465,5/24/2025 0:00,0,1500,1500,1000,Bank Transfer
686,1456,6/26/2025 0:00,10250,1500,1500,1000,Cash
687,141467,9/26/2024 0:00,93334,78,1500,1000,Credit Card
688,141473,5/25/2025 0:00,7000,5500,1000,500,Credit Card
689,141474,11/25/2024 0:00,0,2250,2000,500,Credit Card
690,1466,6/6/2024 0:00,30000,800,1000,500,Cash
691,1468,10/3/2024 0:00,0,0,1000,1000,Bank Transfer
692,141477,11/22/2024 0:00,6000,1400,1000,1000,Bank Transfer
693,141478,1/15/2025 0:00,0,0,0,500,Cash
694,141479,7/17/2025 0:00,6000,1400,1000,1000,Cash
695,141480,3/20/2025 0:00,0,1500,1000,500,Bank Transfer
696,1480,8/8/2025 0:00,0,60,0,500,Bank Transfer
697,141489,9/8/2025 0:00,0,0,1000,1000,Cash
698,141490,10/17/2023 0:00,0,0,0,1000,Credit Card
699,1483,8/10/2024 0:00,0,1,1,1000,Credit Card
700,1484,1/16/2025 0:00,0,2250,2000,1000,Credit Card
701,1485,8/5/2024 0:00,7000,5500,1000,1000,Cash
702,1488,11/18/2024 0:00,0,6600,1500,1000,Bank Transfer
703,1496,5/31/2024 0:00,6000,4900,1000,500,Cash
704,1499,1/15/2025 0:00,7000,4800,1500,1000,Cash
705,1503,5/2/2024 0:00,0,4000,1000,1000,Credit Card
706,1504,5/19/2025 0:00,6000,1400,1000,1000,Cash
707,141512,4/8/2025 0:00,0,0,1000,1000,Credit Card
708,141514,12/10/2023 0:00,0,0,0,1000,Credit Card
709,141515,10/17/2024 0:00,12500,1500,1500,1000,Credit Card
710,1508,4/7/2025 0:00,0,700,1500,1000,Bank Transfer
711,1510,1/2/2025 0:00,0,0,1500,500,Credit Card
712,1511,8/5/2024 0:00,0,0,0,500,Credit Card
713,141520,12/18/2023 0:00,88000,48,1500,1000,Bank Transfer
714,1514,6/3/2025 0:00,6000,4500,1000,500,Credit Card
715,141523,6/20/2025 0:00,15000,0,0,500,Bank Transfer
716,141525,2/8/2025 0:00,1000,154,1500,1000,Credit Card
717,141526,2/7/2025 0:00,0,1020,0,1000,Cash
718,1520,4/21/2025 0:00,0,0,2000,1000,Cash
719,141529,8/25/2024 0:00,0,1020,0,1000,Bank Transfer
720,141530,1/26/2025 0:00,0,0,0,500,Credit Card
721,1523,2/5/2024 0:00,0,600,1500,1000,Bank Transfer
722,1524,12/17/2024 0:00,10000,430,1500,1000,Cash
723,141532,5/16/2025 0:00,0,1000,1500,500,Cash
724,141533,3/5/2024 0:00,18000,9000,1000,500,Cash
725,1526,9/7/2024 0:00,0,4000,1000,1000,Bank Transfer
726,141534,3/1/2024 0:00,0,2250,2000,500,Cash
727,1528,5/13/2025 0:00,1000,5000,1500,1000,Bank Transfer
728,1530,9/8/2025 0:00,0,0,0,500,Credit Card
729,1535,7/29/2025 0:00,0,12000,1000,1000,Credit Card
730,1537,8/6/2025 0:00,0,4000,2000,500,Bank Transfer
731,1538,8/8/2024 0:00,0,1020,0,1000,Credit Card
732,1540,4/25/2025 0:00,0,4000,2000,500,Credit Card
733,141552,7/28/2024 0:00,0,0,0,1000,Cash
734,1545,8/4/2025 0:00,0,0,1500,1000,Bank Transfer
735,1546,8/24/2024 0:00,0,600,2100,1000,Cash
736,141556,4/30/2025 0:00,24000,0,0,500,Credit Card
737,1549,9/26/2024 0:00,0,0,1000,1000,Credit Card
738,141560,1/16/2025 0:00,19800,250,1000,1000,Credit Card
739,141565,1/11/2025 0:00,0,0,0,500,Credit Card
740,1560,8/15/2024 0:00,13000,4500,1000,500,Cash
741,1561,11/21/2024 0:00,0,0,0,500,Credit Card
742,1563,9/20/2024 0:00,0,2000,2300,500,Credit Card
743,1564,7/5/2024 0:00,0,4500,1000,1000,Credit Card
744,1565,6/23/2025 0:00,0,0,0,500,Credit Card
745,141572,7/15/2025 0:00,19500,6000,1000,1000,Credit Card
746,141573,5/9/2024 0:00,0,0,1000,1000,Cash
747,141574,12/31/2023 0:00,40000,36000,3000,1000,Cash
748,1570,4/10/2024 0:00,0,0,500,500,Credit Card
749,1573,11/6/2024 0:00,0,0,0,500,Cash
750,141580,2/4/2025 0:00,0,0,0,1000,Bank Transfer
751,1576,7/3/2025 0:00,33600,600,2000,1000,Credit Card
752,141586,5/18/2024 0:00,10250,1500,1500,500,Credit Card
753,1594,5/16/2024 0:00,0,0,0,500,Cash
754,141595,5/30/2024 0:00,30000,400,1000,1000,Cash
755,141596,2/15/2024 0:00,0,0,0,500,Bank Transfer
756,1597,5/24/2025 0:00,0,600,2000,500,Credit Card
757,141600,12/15/2024 0:00,9000,1500,1000,1000,Bank Transfer
758,141603,9/30/2025 0:00,12600,5000,1000,500,Credit Card
759,1605,1/22/2025 0:00,1,1,1,1000,Bank Transfer
760,1606,2/7/2024 0:00,0,0,0,500,Credit Card
761,141607,8/23/2024 0:00,0,0,0,500,Credit Card
762,1607,5/7/2024 0:00,0,500,1000,500,Bank Transfer
763,1614,5/7/2025 0:00,7000,4800,1500,1000,Bank Transfer
764,141615,2/19/2025 0:00,12600,3000,1000,500,Credit Card
765,1615,8/4/2025 0:00,0,0,1000,1000,Credit Card
766,141617,7/6/2025 0:00,0,600,1500,1000,Credit Card
767,141620,1/26/2025 0:00,0,20000,1000,500,Bank Transfer
768,141622,6/28/2023 0:00,0,0,1500,500,Cash
769,1623,10/14/2024 0:00,16000,10000,1000,500,Bank Transfer
770,1624,7/7/2024 0:00,0,0,0,1000,Cash
771,141624,8/2/2025 0:00,7000,4800,1500,1000,Cash
772,141627,7/7/2025 0:00,1600,1500,2200,500,Cash
773,1631,3/19/2025 0:00,0,4900,1000,1000,Credit Card
774,141632,9/28/2025 0:00,0,0,0,1000,Credit Card
775,141633,6/20/2025 0:00,0,8000,1500,500,Credit Card
776,1640,10/27/2024 0:00,0,6300,1500,500,Cash
777,1641,8/11/2025 0:00,1000,154,1500,1000,Credit Card
778,141645,1/29/2024 0:00,3750,250,1000,800,Bank Transfer
779,1648,12/9/2024 0:00,0,1000,0,500,Cash
780,1652,8/14/2024 0:00,0,3500,1000,1000,Bank Transfer
781,141651,8/29/2024 0:00,0,4900,1000,1000,Bank Transfer
782,141652,5/17/2024 0:00,0,4900,1000,1000,Credit Card
783,141653,3/11/2024 0:00,0,4000,1500,500,Bank Transfer
784,1658,7/8/2023 0:00,0,0,2000,1000,Bank Transfer
785,141659,9/30/2025 0:00,0,0,1000,500,Credit Card
786,141661,8/24/2025 0:00,0,2000,1000,500,Cash
787,1664,5/18/2025 0:00,0,0,0,500,Bank Transfer
788,1665,9/16/2024 0:00,0,0,0,1000,Bank Transfer
789,1673,8/16/2024 0:00,0,4000,1000,500,Credit Card
790,1676,11/11/2024 0:00,0,1020,0,500,Credit Card
791,1679,7/13/2024 0:00,7000,5500,1000,500,Bank Transfer
792,141678,8/30/2025 0:00,0,1000,0,500,Cash
793,141680,7/17/2024 0:00,15000,400,1000,1000,Bank Transfer
794,1686,5/10/2024 0:00,0,0,1000,500,Credit Card
795,1687,3/10/2025 0:00,0,0,0,1000,Bank Transfer
796,1688,11/3/2024 0:00,30000,400,1000,500,Bank Transfer
797,1689,7/30/2024 0:00,0,600,2450,500,Credit Card
798,1690,2/4/2025 0:00,10000,2600,1000,1000,Bank Transfer
799,141687,1/10/2025 0:00,7000,5500,1000,500,Bank Transfer
800,141688,9/17/2024 0:00,0,1800,1000,1000,Bank Transfer
801,141689,7/20/2025 0:00,0,48,1500,1000,Cash
802,1694,9/10/2025 0:00,0,750,1000,500,Bank Transfer
803,141691,4/25/2025 0:00,0,48,1500,500,Credit Card
804,141692,7/16/2024 0:00,0,0,2000,500,Credit Card
805,1696,4/10/2025 0:00,0,0,0,1000,Bank Transfer
806,141696,5/24/2024 0:00,9000,1500,1500,500,Credit Card
807,141697,8/5/2025 0:00,0,0,2000,1000,Cash
808,141698,3/28/2025 0:00,33600,600,2000,1000,Credit Card
809,141701,6/11/2025 0:00,88000,48,1500,500,Cash
810,1706,6/26/2025 0:00,11000,860,1500,1000,Bank Transfer
811,1707,10/10/2023 0:00,0,4000,1000,1000,Cash
812,141712,8/11/2025 0:00,0,600,2450,1000,Credit Card
813,1721,6/28/2025 0:00,30000,800,1500,500,Credit Card
814,1722,6/17/2025 0:00,10000,1000,1500,1000,Credit Card
815,141719,8/20/2024 0:00,0,0,0,500,Bank Transfer
816,141722,9/21/2025 0:00,0,0,0,500,Bank Transfer
817,1728,5/29/2025 0:00,0,0,0,500,Bank Transfer
818,141725,8/18/2025 0:00,0,0,1000,1000,Cash
819,141726,5/27/2025 0:00,0,0,1000,1000,Bank Transfer
820,141727,8/8/2024 0:00,0,4500,1000,1000,Cash
821,1736,3/1/2025 0:00,10000,750,1000,500,Bank Transfer
822,141729,10/10/2024 0:00,0,0,0,1000,Bank Transfer
823,141731,6/30/2025 0:00,18500,0,1000,1000,Bank Transfer
824,141732,3/1/2024 0:00,0,400,1000,1000,Cash
825,1742,10/22/2024 0:00,0,0,1500,500,Cash
826,141734,3/11/2024 0:00,0,450,1000,500,Cash
827,1743,9/24/2024 0:00,33600,600,2000,500,Cash
828,141736,8/19/2025 0:00,6000,1400,1000,500,Cash
829,141737,8/20/2025 0:00,8200,1000,1500,500,Cash
830,1749,3/14/2025 0:00,0,2000,1000,500,Bank Transfer
831,1750,9/30/2025 0:00,0,1500,1500,1000,Credit Card
832,1751,3/14/2025 0:00,0,0,2000,1000,Cash
833,141742,5/25/2025 0:00,0,1350,0,1000,Cash
834,1752,4/26/2024 0:00,0,400,0,1000,Credit Card
835,141743,12/6/2023 0:00,0,4500,1000,500,Bank Transfer
836,1755,9/13/2024 0:00,0,4000,1000,500,Credit Card
837,1756,7/15/2024 0:00,0,1020,0,1000,Cash
838,1758,4/5/2024 0:00,9600,4900,1000,500,Bank Transfer
839,141750,5/30/2025 0:00,0,0,0,500,Bank Transfer
840,141752,8/21/2025 0:00,9000,250,1500,1000,Bank Transfer
841,1762,8/1/2025 0:00,0,0,0,500,Cash
842,1767,2/25/2024 0:00,0,0,500,500,Cash
843,141759,12/31/2024 0:00,0,4000,1000,1000,Credit Card
844,1770,12/3/2024 0:00,0,0,1850,500,Cash
845,1771,12/27/2023 0:00,0,900,1000,1000,Credit Card
846,141762,4/26/2024 0:00,5000,400,1000,1000,Bank Transfer
847,1774,6/17/2024 0:00,9000,900,1000,500,Bank Transfer
848,141765,12/4/2024 0:00,0,0,1000,1000,Credit Card
849,1776,10/18/2022 0:00,0,1000,0,500,Bank Transfer
850,141766,10/18/2024 0:00,0,1,1,1000,Cash
851,141768,4/3/2025 0:00,15000,900,1000,1000,Bank Transfer
852,1779,7/31/2025 0:00,0,600,0,500,Bank Transfer
853,141769,4/13/2025 0:00,0,0,1000,500,Credit Card
854,1780,6/27/2023 0:00,10950,3000,1500,500,Credit Card
855,141772,7/28/2024 0:00,0,5000,1500,1000,Credit Card
856,1788,5/16/2025 0:00,0,5400,1500,500,Bank Transfer
857,1790,3/8/2024 0:00,25000,6000,1500,1000,Bank Transfer
858,1791,7/10/2025 0:00,20000,10000,1000,1000,Credit Card
859,1794,2/28/2025 0:00,0,5400,1000,500,Bank Transfer
860,141783,12/25/2024 0:00,0,0,250,1000,Cash
861,141784,11/10/2024 0:00,13200,4500,1000,1000,Cash
862,141787,5/13/2025 0:00,0,0,0,1000,Cash
863,1800,5/31/2025 0:00,0,0,1000,500,Cash
864,1801,5/1/2024 0:00,0,750,1000,1000,Bank Transfer
865,1802,2/4/2025 0:00,0,0,1000,1000,Cash
866,141791,6/20/2025 0:00,0,250,1000,1000,Credit Card
867,141796,8/28/2025 0:00,0,0,1000,1000,Bank Transfer
868,1809,12/29/2024 0:00,10000,500,1000,500,Credit Card
869,1810,2/27/2025 0:00,0,2250,2000,500,Bank Transfer
870,1812,5/5/2025 0:00,0,750,1000,1000,Credit Card
